id,tweet,class,sentiment_intensity,class_intensity,labels
30560,You complain all the time and then wonder why people never want to see you. You acc rile me up. Stfuuu!!!!,joy,low,joy_low,7
30819,Twitter is a font of endless hilarity.,fear,high,fear_high,3
20158,Had a great time at Skywalkers open gym tonight! Come our every Wednesday from 7-8 in Hillsboro and train with us! #opengym  #tumbling,fear,medium,fear_medium,5
40025,Zero help from @ups customer service. Just pushing the buck back and forth and promising callbacks that don’t happen.  #loathing,fear,low,fear_low,4
20957,@CSTrey4 thanks brotein shake 😈😈😈,joy,low,joy_low,7
10077,The voice is all about Miley and Alicia this year. No longer about the contestants. #sad @thevoice,anger,high,anger_high,0
40502,Projection is perception. See it in someone else? You also at some level have that within you.  #worry,fear,medium,fear_medium,5
21087,@jessespector @nasboat old rich white religious guy supports republicans. Not shocking at all.,joy,medium,joy_medium,8
10581,"@mehnazt @Mel_Harder I live a life devoid of mirth. Come to think of it, there aren't enough taco bowls in my life, either.",joy,low,joy_low,7
40466,"@AllyTheRipper @ProoF @SpaitoGaming every horror movie that frightened me as a child i.e. 'IT', Halloween movies all of them, nightmare on..",anger,medium,anger_medium,2
20583,"Don't forget 2 test yr #smoke #alarm, #carbon #monoxide #detector #batteries. It could save your #life. 🐈🐩 #Lovinleeds",fear,medium,fear_medium,5
20055,You sure have a lot to say about something that doesn't even concern you 😉,anger,medium,anger_medium,2
30618,@mackenzian yes! That was my one qualm. These are deeply theological issues we're engaging theologically.,fear,medium,fear_medium,5
20013,@SSheil coincidentally watched Ulzana's Raid last night - brutally indignant filmmaking.,sadness,low,sadness_low,10
40133,You ever just find that the people around you really irritate you sometimes? That's me right now 😒,joy,medium,joy_medium,8
20648,"@rabpeel snap, seems to be a problem here",anger,medium,anger_medium,2
20476,@PrincessCasGirl @DaddyEllis__ tiff you better hurry cause 👀,fear,medium,fear_medium,5
10614,@crimpoop my adorable and cheerful daughter\nAlways pouring positivity green goo on me\ndare hurt her and you'll see hell //growls\n\n#PandaBot,anger,high,anger_high,0
30444,Haven't gotten one hour of sleep... Today is going to be a fun day 😐 ,joy,medium,joy_medium,8
30554,"@leesyatt you are a cruel, cruel man. #therewillbeblood ",fear,medium,fear_medium,5
10176,@GeneralBakshi Only Indian seems to be afraid of War is @sardesairajdeep n like India is for WAR! WAR! WAR! we cry war. #PakistanMustPay,sadness,medium,sadness_medium,11
20444,Does anyone remember a movie that is animated in the late 70's called Shame of the Jungle John Bulushi was in it wild if that's your taste,sadness,medium,sadness_medium,11
30771,come to the funeral tomorrow at 12 to mourn the death of my gpa,anger,medium,anger_medium,2
30648,@MidgetTamer @RAIDERS @52Mack_ Make him be a bully. Sit him in a room by himself and let him look at Debo all day.,joy,medium,joy_medium,8
10004,Never ever been this unhappy before in my life lmao,anger,medium,anger_medium,2
20945,"@DSDambuster just finally started #homefronttherevolution, what did you all do the story and gameplay???  #wasteofmoney",sadness,high,sadness_high,9
30824,Tonight's #DragRace #AllStars2 episode GAVE ME LIFE! Yaassss queens! #teamalaska #teamkatya  #bwahaha,joy,low,joy_low,7
30461,Girls irritate me so much lol,fear,low,fear_low,4
40513,I #rejoice in following your statutes as one rejoices in great riches. -Psalm 119:14 #TheBible,anger,medium,anger_medium,2
30121,"Why does @dapperlaughs have to come to Glasgow on a night I am working. I am fucking gutted, been waiting for an appearance for ages ",fear,medium,fear_medium,5
10627,"236:416 While she was in her dull and sleeping hour,\nA crew of patches, rude mechanicals,\n#AMNDBots",fear,low,fear_low,4
21218,incredible that anthony weiner has been caught chasing a busty milkmaid across a park at double speed while jaunty music plays,anger,medium,anger_medium,2
40410,Inner conflict happens when we are at odds with ourselves. Honor your values and priorities. #anger #innerconflict #conflict #values,joy,medium,joy_medium,8
30392,@PatriotsInform I don't see why you think we'll have a dumbed down simplified offense with Brissett. He comes from a very complicated system,joy,high,joy_high,6
40218,#panic Panic attack from fear of starting new medication,anger,high,anger_high,0
20333,so ef whichever butt wipe pulled the fire alarm in davis bc I was sound asleep #pissed #angry #upset #tired #sad #tired #hangry ######,fear,medium,fear_medium,5
21129,"Two blankets, a hoody, and still no Eternal Sunshine to mope to.",anger,low,anger_low,1
40170,I need to stop second guess myself and just go with the first thought and go with it. ,joy,low,joy_low,7
40750,ugh!! this is the worst!! i didn't read at all this whole first month of school and i have a unit test on friday!!! awe man!!,sadness,low,sadness_low,10
40758,"@diehimbeertonis She developed her 'forced smile'. I can force myself to describe it 'a little hearty maybe, sanki biraz':)",anger,high,anger_high,0
20854,"@Mc_Cabe_Conor This is it. The complete illiteracy around the role, nature and extent of British agents is shocking.",joy,low,joy_low,7
10776,@tmz @HarveyLevinTMZ   Hell hath no fury like a women scorned.    It's the affair.  Not the parenting,sadness,high,sadness_high,9
30737,Well look at the bright side. You found a use for that rope #TipsToSurviveAPowerOutage,joy,medium,joy_medium,8
20672,@camilluddington the fact that YOURE nervous makes me want to crawl in a hole,joy,medium,joy_medium,8
30784,@kerrybowen_ you have anger issues!,fear,medium,fear_medium,5
20027,I can't imagine keeping malice with my brothers!! I shudder when I see siblings estranged and all,sadness,medium,sadness_medium,11
20963,He totally knew about it'. Trump finally gets revenge for his son-in-law's prosecution/imprisonment and throws Christie under the bus.,fear,low,fear_low,4
30838,hitting your children as discipline because you're being quite a raging hypocrite if you're not.,joy,low,joy_low,7
20918,"@coalese 😂😂😂. Sure half these stars get together,break up,have affairs,let porn vids slip out,fight,ect etc all to up there ratings. #sad 😂",joy,medium,joy_medium,8
30149,Worst juror ever? Michelle. You were Nicole's biggest threat. #bitter #bb18,fear,low,fear_low,4
20197,gloomy weather puts me in the best mood,sadness,medium,sadness_medium,11
30145,@DMAnthonyJoseph @TheClumpany No grudge. Only truth in abundance.,fear,high,fear_high,3
10022,No @Chrishilly1987 for MOS 😡  #shocking Leads from the front 💪🏻,fear,low,fear_low,4
10452,"Anytime @perezed gets near a mic, someone needs to smack him w a bat. @BBTN #awful #marblesinmouth",fear,high,fear_high,3
20128,"Texans played horrible.  Bad play calling, bad protection of the ball, bad coaching, bad defense, bad overall performance. #Texans ",fear,high,fear_high,3
30732,@EagleGiles23 @tgilmore_92 what I miss? #outrage,sadness,low,sadness_low,10
10769,$FOGO max pessimism here and no bottom (yet).  Has a solid PE ratio for a restaurant.  Let's catch it at 8 level or 10 level if it comes.,fear,low,fear_low,4
30849,"Eating an egg is grim, you are eating the material embodiment of a fart and an unborn chick",fear,low,fear_low,4
10522,"@SageHillfarms @HintonAlisa @hb_heather Hey, Jayme! Were your👂👂 burning cuz I was talking about you?😁 Are you going tomorrow?",fear,high,fear_high,3
30322,Because you offended by the lies of Alexandria Goddard doesn't mean that I'm Deric's friend or anything else. Purely a fishin expedition.,fear,low,fear_low,4
10016,A good thing about being sick is that coughing is like an ab workout. Maybe my abs will be more defined by the time I'm better 😂😅 #optimism,anger,low,anger_low,1
30465,I forgot about this nice area down here with the fiery hearths,anger,high,anger_high,0
30843,@paulbushnell25 @EE bad news if ordered online it hasn't gone through same happened to me had to re order on the phone #furious,fear,medium,fear_medium,5
20404,you know cyran still hasn't done makeup based on jeongguk's tiddy like i suggested and i'm ,sadness,high,sadness_high,9
10760,"The point of living, and being an optimist, is to be foolish enough to believe the best is yet to come' - Peter Ustinov  #quote",fear,low,fear_low,4
20494,"@Chr1sMcLaughlin he's brilliant, lost the joyous plot with us that year. Admits being a fan now after that.",anger,medium,anger_medium,2
40775,@Trump_Videos she looks completely #rabid @realDonaldTrump,sadness,medium,sadness_medium,11
30156,We express our deep concern about the suspension of   @MohammedSomaa01  please reactivate it. he never violated T.roles @Support,anger,medium,anger_medium,2
30338,“We can easily #forgive a #child who is #afraid of the #dark; the real #tragedy of #life is when #men are #afraid of the #light.”–Plato,fear,medium,fear_medium,5
30664,@British_Airways #lost #bag #stillwaiting go home in2days. DM'd you my info and have rung 9times a day. What more can I do? #wheresmybag,joy,medium,joy_medium,8
30451,"@UltimateBoxer My heart because you left me for so long again\n\n*slight pout but it turned to a smile*\n\nheheh just kidding, no I'm fine-",joy,high,joy_high,6
40270,I'd rather die alone then end up with somebody who can't be sober,fear,medium,fear_medium,5
20045,The word happiness would lose its meaning if it were not balanced by sadness.,anger,medium,anger_medium,2
40704,wow almost all the T-Mobile stores in San Diego are out of Note7 replacements #sadness I need to get mine replaced,anger,high,anger_high,0
10373,People always tell me that they don't expect me to have anxiety because I'm generally cheerful and don't act the way they expect me to.,sadness,low,sadness_low,10
10440,Higginbotham's flippant dismissal of any worries around Carrick's lack of pace is dismal. Against nimble midfielders Carrick will be exposed,joy,high,joy_high,6
30055,I get so angry at people that don't know that you don't have a stop sign on Francis and you do at Foster #road ,anger,low,anger_low,1
20593,@grahnort wonderful experience watching you yesterday at. @BBCLetItShine thankyou for the #laughter,joy,high,joy_high,6
40426,We can't even grieve over one black body before another one pops up due to pig brutality,sadness,medium,sadness_medium,11
20248,I don't know how people can binge watch horror films ...ALONE!😓😰,sadness,medium,sadness_medium,11
40329,@VectoneMobileUK The worst customer service and lack of professionalism from this service provider! #phoneprovider #badbusiness ,joy,high,joy_high,6
20368,"@alyankovic I really wish I could attend the show at RCMH. I'm there in spirit, cheering you and the dudes on! :)",sadness,medium,sadness_medium,11
10855,"A pessimist is someone who, when opportunity knocks, complains about the noise.",fear,medium,fear_medium,5
30837,@hotpatooties more like quickie divorce #awful,sadness,medium,sadness_medium,11
20242,Omg I'm outside making beats with garageband and some little birds  decided to chirp along （≧∇≦）,fear,low,fear_low,4
40428,"Dear everyone at HSSU, stop walking with your phones up so I can smile and wave at you and you can smile and wave back :(",fear,medium,fear_medium,5
20520,81' Goal scorer Vidar Kjartansson comes off in favor of Dor Micha! Another terrific performance by @Vidarkjartans #YallaMaccabi,sadness,medium,sadness_medium,11
10442,LOVE LOVE LOVE #smile #fun #relaxationiskey,fear,high,fear_high,3
20508,Focusing primarily on the person you’re talking to rather than yourself and the impression you’re making lessens social anxiety.,fear,low,fear_low,4
30161,@clonmacart I'm beaming with glee.,anger,high,anger_high,0
30607,Always doing the EmotionalHedge™ w #WPS\n\nI'm elated about start.  Have I mentioned I'm on TAMU -6?!,joy,medium,joy_medium,8
30177,"Regardless of your age or station in life, it all comes down to one simple truth: you just have to #start. - Jon Acuff #inspiring #quote",joy,medium,joy_medium,8
21244,When you've still got a whole season of Wentworth to watch and a stupid cunt in work ruins it for us 😭😭 @__KirstyGA #raging #oldcunt,fear,medium,fear_medium,5
40841,I had a panic attack when I couldn't find @katrinalaw on #Twitter Turns out my Twitter is a jerk. I can still see her. #NyssaAlghul #panic,joy,low,joy_low,7
30286,"bad news fam, life is still hard and awful #depression  #atleastIhaveBuffy",fear,medium,fear_medium,5
40155,Season 3 of penny dreadful is on Netflix...well my afternoon is filled,sadness,medium,sadness_medium,11
40114,@JasonMillerinDC @realDonaldTrump Prudence suggests that a 8+% bump over 2-3 weeks should be viewed with SKEPTICISM. Media/HRC axis #angry,fear,low,fear_low,4
30506,My life went from happy to unhappy..,sadness,medium,sadness_medium,11
40541,"Had to give my 11yo AfAm son this advice today: 'be polite, no sudden movements, keep hands where they can see them'. #sadness",fear,medium,fear_medium,5
40655,What the fuck is he even doing ? He should be off that's fucking horrific !,joy,medium,joy_medium,8
40673,The smell of freshly cut grass didn't even cheer me up...boy oh boy,anger,low,anger_low,1
20966,"Because it was a perfect illusion, but at least now I know what it was. #angry #ladygaga #iscalming#mysoul",joy,medium,joy_medium,8
20549,#start ur day wit a smile\n#buviobby,fear,high,fear_high,3
10172,As usual disappointing #offense by @HoustonTexans ...#Texans,fear,medium,fear_medium,5
30882,Inpouring this letter we are dying over against subsist checking quaint virtuoso ways toward fine huff yours l...,sadness,medium,sadness_medium,11
21084,@ksmitely @CitizenMeh I feel strongly that we need to work together to right this dreadful wrong.,sadness,medium,sadness_medium,11
21238,@finkowska just rejoice if you get paid for it.,fear,high,fear_high,3
20732,"@LucidBurrito Doesnt do it to anyone else, he literally pulled me into the office cause someone complained I spit in the sink yesterday",fear,low,fear_low,4
40532,"@NFYFC @Wilkster_ hmm, don't know many yf  who are short on confidence! Wish I'd been one, ",anger,low,anger_low,1
30228,"Three days off a month with two ex wives and no home could be worse. I don't know how, but it could #oilandgas ",fear,high,fear_high,3
20325,I have to finally tell my therapist about my sexuality ... last frontier ... not sure I can do it in the AM #fear #SingleGirlProblems,anger,high,anger_high,0
10437,I just don't understand why everyone is so #angry we all just want to live and thrive don't we?,fear,high,fear_high,3
40031,I see I'll be hovering over the block button today with much glee.,anger,medium,anger_medium,2
20349,I just heard the most incredibly transcendent song ever &amp; now I feel high &amp; fucked up yet joyful &amp; I will never be the same,fear,medium,fear_medium,5
30383,@GrimsToyShow grim what the fuck going on with these dame fucking clowns takeing the gameing channel if I had a way to nj I would delete,sadness,medium,sadness_medium,11
20619,"@turoturok  We're glad to hear that everything is resolved. If you need anything else, please do not hesitate to reach out to us.  TY!",anger,low,anger_low,1
21057,Love how Megan is raging about this Kendall Jenner photo and I'm sat here like 🤔🙃,sadness,medium,sadness_medium,11
10150,Folk Band 'Thistle Down' will be replaced by 'The Paul Edwards Quartet' at Laurel Bank Park Sat 24 11am - 3pm due to ill health #jazz #blues,sadness,medium,sadness_medium,11
20731,Misery loves company. The church ought to be a place where it finds none.\n-Pastor Kris Theobald #joy ,fear,medium,fear_medium,5
21251,@FitnessFirstAU something needs to be done about people hogging machines - nobody can use 3 machines at one time!  #notfair #whypay,fear,low,fear_low,4
30309,my husband lost £800 when he booked an apartment through @Airbnb that didn't exist... @AirbnbHelp didn't care #nightmare #airbnbnightmare,joy,medium,joy_medium,8
30285,Folk Band 'Thistle Down' will be replaced by 'The Paul Edwards Quartet' at Laurel Bank Park Sat 24 11am - 3pm due to ill health #jazz ,joy,high,joy_high,6
20955,@eugenelaverty @WorldSBK all the best Moto GP is loosing a very talented rider #shocking,fear,medium,fear_medium,5
30084,@CNNPolitics I can't wait to hear what he had to say about the brilliant Dr. Hawking... it should be rich... In the poorest of taste! #bully,anger,high,anger_high,0
30534,Don't let the behavior of others destroy ur inner peace.' -Dalai Lama @OWNTV #healing #depression #anxiety #intuition #meditation #book,joy,medium,joy_medium,8
30143,"Tiangong 1, China's first space laboratory, will come to a fiery end in late 2017. The average decommissioned satellite either burns ...",fear,high,fear_high,3
20396,The Quarterback' wrecks me every time.. #glee,joy,high,joy_high,6
10621,You want  bad service use #frontier they have #terrible service. Go to #AT&amp;T anybody is better. I am going to complain to better business,anger,medium,anger_medium,2
40676,"seek to conduct attacks against Israel, intended to provoke a reaction that would further inflame feeling within the Islamic world”. •",anger,low,anger_low,1
21023,I was cheering for NA team. Now I just want this is over and Gaudreau comes back in one piece. It is getting way too risky,sadness,low,sadness_low,10
30448,Jimmy Carr makes me want to cry and cry *shiver* ,fear,low,fear_low,4
20052,All this doom and gloom! We scored from open play again! And only conceded two this time. #progress they means a 1-1 draw on Saturday for me,sadness,low,sadness_low,10
30840,Wishing i was rich so i didnt have to get up this morning #poor #sleepy  #sad #needsmoresleep,fear,high,fear_high,3
20360,My name is John Locke and you can't tell me what I can and can't do #lost #アニメ,sadness,medium,sadness_medium,11
40050,Retweeted GunnySmith93 (@Stephen21Smith):\n\nDays like today I am happy to be alive! #blessed ,anger,medium,anger_medium,2
20038,As I lost my heart to you there in the dark.. Underneath the stars 🎧,anger,high,anger_high,0
30893,@edquinn63 how can you even forget to pick ur fave child up from school #offended,sadness,high,sadness_high,9
30586,@BBHOH #terrible Paul so deserved that win!!! #movie #ChildrenOfMen.\n\n#cages  #refugees,sadness,medium,sadness_medium,11
20807,An absolutely dire first half and I can't recall a shot on target. \n\nAgainst Accrington Stanley.,joy,medium,joy_medium,8
21234,@jessebwatters lol. Love it when you aggravate Juan. Keep up the good work. Lol,sadness,low,sadness_low,10
30579,@MericanMainer AWW. I had a Maine Coon when I was little named Ted Eddy the Wonder Cat. They're such good cats! Very playful and sweet,sadness,medium,sadness_medium,11
20894,Unbelievable from McDavid and Matthews. Lundqvist can do nothing but shake his head #WCH2016,sadness,medium,sadness_medium,11
40686,I don't want speak front to him #afraid #intimidate #nopanicattack,fear,medium,fear_medium,5
30719,"When a guy comes on the train that smells like a mixture of a damp dog, old sweat and sewage works!!!!#gross #horrid #getoffthetrain #smelly",sadness,medium,sadness_medium,11
30134,@FullTimeDEVILS Memphis looking bright. Rojo looking like Rojo.,joy,high,joy_high,6
40438,It breaks my heart seeing people down or upset.. I will try my best to make them smile or cheer them up 🤗,sadness,medium,sadness_medium,11
40248,"@soozclifford Sure have... Sydney are too tough, too quick and their 'team' pressure is too much for the Cats to handle. Motlop/Cowan ",anger,medium,anger_medium,2
30069,Good morning chirpy #SpringEquinox and your pensive sister #AutumnEquinox A perfect day however it is expressed 🌹🍁🌓☯️ #theBeautyofBalance,anger,high,anger_high,0
20705,@HillaryClinton Yeah U gotta make them HEEL. I know U need their votes so U have to wait. But when U LOSE-they're really in for your wrath !,fear,medium,fear_medium,5
10539,whenever I put 'I wanna be adored' on my brother alwayss sings 'I wanna be a dog' instead just to irritate me,sadness,medium,sadness_medium,11
40564,@IllinoisLoyalty that Rutgers game was an abomination. An affront to God and man. We must never speak of it again.,fear,high,fear_high,3
21241,@HutchinsonDave I don't know whether to despair or agitate for a cull.,fear,low,fear_low,4
30543,Another grim &amp; compelling news report by @Nawalf on the blockade of aid to the starving in #Yemen #BBC #dosomethingpoliticans,fear,low,fear_low,4
40665,"If ydu yell 'fire' in a crowded theater you will burst into flames. It's a cool trick, bu: only once.",fear,medium,fear_medium,5
10729,@canada4trumpnow @donlemon he has BAD TEMPERAMENT  #HissyFits,fear,medium,fear_medium,5
40238,@RossKemp great programme tonight  #upsetting #extremeworld,fear,low,fear_low,4
10879,You don't know what to expect by Brendon's video lmao LA devotee video got me shook #panic,fear,medium,fear_medium,5
40772,Watch this amazing live.ly broadcast by @brooks_swaggysquad #lively #musically,sadness,high,sadness_high,9
10261,🔥Anger is the acid that can do more harm to the vessel in which it is stored than to anything on which it is poured.🔥 #anger \n\n~Mark Twain,fear,high,fear_high,3
30259,When your rewatching glee and break down in tears all over again. 😭😢 ,joy,medium,joy_medium,8
20795,It's just the lack of company and liveliness out here that makes me bored.,joy,low,joy_low,7
40043,@theflabar It's a #foggy and #dark morning here - so #filter this time.  For #lighting purposes. :),fear,medium,fear_medium,5
40721,"@MMASOCCERFAN @outmagazine No offense but the only way this makes sense is if you work for the magazine. Otherwise,who are you apologizing 4",fear,medium,fear_medium,5
10464,@DeltaAssist Tried 2 get earlier flt 2day  @BWI Turnd away bcuz it was 2 late Then agent let other pas on #silvereliteleftbehind ,joy,high,joy_high,6
40148,can't believe Mint fest is two days away and i hate my outfit 😩😩🙈 ,joy,medium,joy_medium,8
21018,@crimsonwulfe it's super sad!! Especially when you are talking to a real person and not a bot! Makes it feel real :(,anger,medium,anger_medium,2
30241,"@Janet_Reid Wonderful post! Novelists shouldn't be discouraged by rejection, but they usually are because their work is so personal.",fear,medium,fear_medium,5
10748,Bunk ur class📚 at least once in your life time cuz later when u look back good marks will not make u happy but memories😊 will'    -APJ,joy,medium,joy_medium,8
10599,"Show your new job you're not #afraid of new tasks. Take on a #project, be brave, make an #impression. #WorkTiveTruth",fear,medium,fear_medium,5
30877,and for inconsolable Oxford academics - 'Brussels should just ignore the #Brexit vote and tell the UK it can't leave the EU....ever....wah',sadness,medium,sadness_medium,11
20710,World is facing #terrorism. Where #Terrorist's school exist? Who are terrorist's teacher &amp; father. Which is terrorist's motherland?,anger,high,anger_high,0
20849,@1NatalieMaines Can you imagine being the person who has to spray tan him? #shudder,fear,medium,fear_medium,5
10766,Thank you @twitter for the balloons today.  #goodday #48,joy,medium,joy_medium,8
30743,@BertGatti not had much to cheer about you see 😜😂😂,joy,medium,joy_medium,8
40443,"There is no dark side in the moon. In fact, it's all dark.'\nGerry O'Driscoll at the end of 'The Dark side of the Moon'",sadness,medium,sadness_medium,11
10079,"My leg feels like it's gonna burst, yet I'm still expected to go into work:):)",sadness,low,sadness_low,10
20267,@jamiesonhelen @MarianKeyes all three of my agin's on the pout .,sadness,low,sadness_low,10
10399,Prayers &amp; Protection to our brothers and sisters fighting in #Charlotte  #against #machines,anger,high,anger_high,0
20721,Today's realisation that it was the last time I watch swimming lesson cos I go back to work next week lead to a joyous bedtime. #worstoneyet,fear,high,fear_high,3
10061,Don't wanna go to work but I want the money #sad,joy,low,joy_low,7
40060,"If you be #angry, which may be the case, &amp; which may be unavoidable, see that the sudden excitement does not become sin. #AlbertBarnes",sadness,low,sadness_low,10
20696,That feeling you get when you know the information but scared you might do bad on a test #collegelife #nervous 😥😥,fear,medium,fear_medium,5
40439,@All4 is the android app it designed to be buggy and work sporadically on a fire TV box? #shocking,sadness,medium,sadness_medium,11
20423,@Barcabhoy1 Of course not. Didn't sink his studs into a knee like Forrester,joy,low,joy_low,7
20293,#Awareness seek #shelter .#Letgo Old #habit of chasing #desires resultin in #anger #fear #worry .#Choose #Satisfaction within #Peace #Relax,fear,low,fear_low,4
20722,Why upping rooms makes a few apprehend leaving out charcoal ownership: UnZU,joy,medium,joy_medium,8
30683,Watch this amazing live.ly broadcast by @swagrman_fan  #musically,anger,medium,anger_medium,2
20489,#firsttweetever sippin #hotchocolate wondering #why I finally gave in &lt;3 haha #hellloooootwitter - ...its because #facebookisforfamily #rage,joy,medium,joy_medium,8
10275,"@AMB4JC @drtonyevans It's our job, the job of people who r still sane,still ok in life, to help the lost to find themselves &amp; love eachother",joy,medium,joy_medium,8
30638,Mixed emotions. #sadness #anxietymaybe #missingfriends #growingupsucks #lostfriends #wheresthetruefriends #complications,joy,medium,joy_medium,8
20383,@AmyMek this is so absurd I could laugh right now (if I also didn't feel like crying for the future of our country). #despair #wakeupcall,joy,high,joy_high,6
21033,@mark_slifer actually maybe we were supposed to die and my donation saved our lives?? ,sadness,medium,sadness_medium,11
40804,@GSchwartz_ it wasn't a joke . #bully,anger,medium,anger_medium,2
30242,"@msfang they say you attract what you see, maybe I shouldn't be a pessimist but I don't wanna take any chances lol can't wait to relocate",fear,low,fear_low,4
40190,@SusannahSpot I could pop round #nightmare,joy,medium,joy_medium,8
21227,@dcexaminer Democrats and their voters have zero tolerance for honesty. They associate honesty with anger and hate.,joy,high,joy_high,6
40812,@thetroche94 @ramiro_cedeno yeah if you want to become obese it is! 😅 I can afford it so I don't think it's that serious haha,sadness,medium,sadness_medium,11
30659,"@mdivincenzo9 he's stupid, I hate him lol ",sadness,high,sadness_high,9
40694,im literally shaking bc im nervous and bc its fucking cold oh how i love life,joy,medium,joy_medium,8
40736,So Rangers v Celtic ll ,anger,low,anger_low,1
21012,"mattmilne76 Thank you for letting us know!  Please do not hesitate to contact us in the future, if our assistance is needed. Thank you!",anger,low,anger_low,1
10058,Remember: The life you have is a blessing for #God. Make it a joyful experience regardless of the odds. GBY,sadness,high,sadness_high,9
40658,It's the most magical time of the year......Xmas party announced and the #outrage commences. Gotta love Silicon Valley millennials.,fear,medium,fear_medium,5
20440,@pianimadi regarde tes snap,joy,high,joy_high,6
30452,"@MendipHillsAONB do we think the swallows and swifts have gone? Photo'd 3 nights ago, not seen since.  #Autumn",sadness,low,sadness_low,10
30852,"Yo Yo Yo,my name is #DarthVader \nI feel like I need to puff on my inhaler (I'm no rapper but that was some sick bars)  #bars #rap",sadness,medium,sadness_medium,11
30298,@TJ_FASHO lmao clown my own hair I'm going to dread lmao,fear,high,fear_high,3
10591,"#twitter #users Tweeting on twitter is like playing a game against the computer. Where's the life, Everyone too #afraid to say something?",fear,medium,fear_medium,5
10667,"@CNN Wait, didn't she get a case of the ass when Donald Trump called it terrorism BEFORE all the facts were in?  I guess it's ok if she does",joy,low,joy_low,7
40602,"{Strong hands moving to firmly grope each of @WhimsicallyWild's thighs, squeezing as her digging nails extract a growl from me.}",joy,medium,joy_medium,8
10473,@BigBrother__USA she is just jealous and a cry baby!  #gladsheisgone #crybaby,anger,medium,anger_medium,2
10051,@sidviyer uff!! Look at your Arsenal fans cheering for every goal against United. haha,sadness,high,sadness_high,9
40093,At the end of the day I know that my kids will never worry about me leaving them 💕,fear,medium,fear_medium,5
30553,Been working in Blanchardstown shopping centre for over 2 years now and I only figured out today where Marks &amp; Spencer's is ,fear,medium,fear_medium,5
20820,"I don't know why everyone is pretending to be sad about angelina and brad, everyone knows his dumb ass should've stayed with jennifer.",anger,low,anger_low,1
30770,@xOffWithMyHeadx They've officially said all the episodes left (so future 12 and despair 11 and 12) will be delayed.,fear,low,fear_low,4
20252,@RockSolidShow @Pat_Francis #revolting cocks if you think I'm sexy!,fear,medium,fear_medium,5
40074,No we didn't just bully our professor to move the Chem quiz to Monday 😂,joy,high,joy_high,6
40268,Watch this amazing live.ly broadcast by @iamjustinburke #lively #musically,fear,medium,fear_medium,5
20627,Good morning joyful people. Choose happiness to have a great day today #morning #joyful #happiness #grandmercurejktkemayoran,joy,medium,joy_medium,8
21232,"I'm onto you, @Sargon_of_Akkad, I know you secretly pine for a masculine order, objective morality, and disciplined transcendent pursuits.",joy,low,joy_low,7
10712,Feeling worthless as always #depression,joy,medium,joy_medium,8
30499,It's funny that everyone came in my life as they like how far I'm cheerful and self confident could make me 3abla kaml fg2a kda 😂😂😂,sadness,high,sadness_high,9
30845,"When anger rises, think of the consequences. #quote #wisdom ",fear,medium,fear_medium,5
40829,@jenhasonen it is supposed to be #dark and #gritty though,fear,low,fear_low,4
40206,Ramos with his ground shaking headers..😏,joy,low,joy_low,7
10093,"#Followback Quote_Soup: Be happy not because everything is good, but because you can see the good side of everything. ",sadness,medium,sadness_medium,11
30665,"@JogglingDroid @BrancoCarmine @Otto_English yeah, #UK was quite the ",fear,low,fear_low,4
30641,I get so much PUSSY\nP - panic attacks \nU - uncontrollable anxiety \nS - suicidal fantasies \nS - sadness \nY - yearning for death,sadness,low,sadness_low,10
40030,Still can't log into my fucking Snapchat#Snapchat #snap,anger,medium,anger_medium,2
20241,"@ezlisteningdisc it doesn't offend me but it's just,,, Weird.",fear,medium,fear_medium,5
30148,I hate when I try to be playful and get shut down lol ...Why so serious🙁,fear,medium,fear_medium,5
10657,@Sami_3499 Oh noooo!  #nomorehammocks #nightmare ;),fear,medium,fear_medium,5
21122,@jetmissTee I thought I peeped him on your snap. That's the homie ✊🏽 lol,joy,medium,joy_medium,8
40215,Just put the winter duvet on ☃️❄️🌬☔️ ,fear,medium,fear_medium,5
30769,@Norn_IronMaiden @forest_fr1ends It's hilarious,anger,medium,anger_medium,2
20165,"“He who is slow to anger is better than the mighty, And he who rules his spirit than he who takes a city.”\nP16:32 #bibleverse #pride ",fear,high,fear_high,3
30020, ughh I just want all this to be over.. it's like a nightmare! can we all just get along?,sadness,medium,sadness_medium,11
21139,Mayor visits downtrodden part o town in brave PR stunt. More at eleven.,sadness,low,sadness_low,10
40682,@JoshNoneYaBiz I love parody accounts! Well done. Vote for #Trump. #lol ,fear,medium,fear_medium,5
30640,"As the birds begin to chirp, I try to sleep. #Jetlag",joy,medium,joy_medium,8
20139,"If I were assured of your eventual destruction I would, in the interests of the public, cheerfully accept my own.' -Sherlock Holmes-",sadness,medium,sadness_medium,11
40798,I think @Sam_Canaday &amp; @KYLEJDOWSON must actually have to be working like me &amp; @dowson_brady because I havent got any snap chat videos today,fear,medium,fear_medium,5
30861,"repentance, and trusting in Christ. It is lowly and painful, but it is also joyous, peaceful, and absolutely glorious. (2/2)",sadness,low,sadness_low,10
20903,@Olajide_Shutti lmaoo. It will be a joyful day.,sadness,medium,sadness_medium,11
40389,Refuge Recovery Boston - Weds 7:30-9 pm. #healing #support #addiction #recovery #buddhism #meditation #sober #cambma #meeting #harvardsq,joy,medium,joy_medium,8
